SRS QCM200 Data File
Data Taken on 04.05.2022 at 11:37:45
Tag Definitions
Zero Rel F        = 1
Zero Rel R        = 2
Zero Rel F and R  = 3
User Tag          = 4
Begining of File  = 5

Notes:


Frequency	Resistance	Delta F	Delta R	Delta Mass	Time (s)	Tag
+04.997961300E+6	+08.057000E+0	+03.000000E-1	-03.000000E-3	-05.300353E-3	+04.429550E+2	0
+04.997961300E+6	+08.057000E+0	+03.000000E-1	-03.000000E-3	-05.300353E-3	+04.440240E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.450910E+2	0
+04.997961200E+6	+08.057000E+0	+02.000000E-1	-03.000000E-3	-03.533569E-3	+04.461730E+2	0
+04.997961300E+6	+08.057000E+0	+03.000000E-1	-03.000000E-3	-05.300353E-3	+04.472510E+2	0
+04.997961300E+6	+08.057000E+0	+03.000000E-1	-03.000000E-3	-05.300353E-3	+04.483140E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.493940E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.504700E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.515430E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.526170E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.536960E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.547750E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.558460E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.569130E+2	0
+04.997961300E+6	+08.057000E+0	+03.000000E-1	-03.000000E-3	-05.300353E-3	+04.579890E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.590640E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.601430E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.612230E+2	0
+04.997961300E+6	+08.055000E+0	+03.000000E-1	-05.000000E-3	-05.300353E-3	+04.623010E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.633760E+2	0
+04.997961300E+6	+08.055000E+0	+03.000000E-1	-05.000000E-3	-05.300353E-3	+04.644560E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.655220E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.666030E+2	0
+04.997961400E+6	+08.056000E+0	+04.000000E-1	-04.000000E-3	-07.067138E-3	+04.676780E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.687560E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.698190E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.709000E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.719800E+2	0
+04.997961400E+6	+08.056000E+0	+04.000000E-1	-04.000000E-3	-07.067138E-3	+04.730590E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.741290E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.752100E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.762790E+2	0
+04.997961400E+6	+08.057000E+0	+04.000000E-1	-03.000000E-3	-07.067138E-3	+04.773480E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.784250E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.795090E+2	0
+04.997961400E+6	+08.056000E+0	+04.000000E-1	-04.000000E-3	-07.067138E-3	+04.805740E+2	0
+04.997961400E+6	+08.056000E+0	+04.000000E-1	-04.000000E-3	-07.067138E-3	+04.816520E+2	0
+04.997961400E+6	+08.057000E+0	+04.000000E-1	-03.000000E-3	-07.067138E-3	+04.827200E+2	0
+04.997961400E+6	+08.056000E+0	+04.000000E-1	-04.000000E-3	-07.067138E-3	+04.838040E+2	0
+04.997961400E+6	+08.056000E+0	+04.000000E-1	-04.000000E-3	-07.067138E-3	+04.848720E+2	0
+04.997961300E+6	+08.057000E+0	+03.000000E-1	-03.000000E-3	-05.300353E-3	+04.859520E+2	0
+04.997961400E+6	+08.056000E+0	+04.000000E-1	-04.000000E-3	-07.067138E-3	+04.870220E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.880900E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.891690E+2	0
+04.997961400E+6	+08.056000E+0	+04.000000E-1	-04.000000E-3	-07.067138E-3	+04.902520E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.913270E+2	0
+04.997961300E+6	+08.057000E+0	+03.000000E-1	-03.000000E-3	-05.300353E-3	+04.923920E+2	0
+04.997961300E+6	+08.057000E+0	+03.000000E-1	-03.000000E-3	-05.300353E-3	+04.934710E+2	0
+04.997961300E+6	+08.057000E+0	+03.000000E-1	-03.000000E-3	-05.300353E-3	+04.945490E+2	0
+04.997961400E+6	+08.058000E+0	+04.000000E-1	-02.000000E-3	-07.067138E-3	+04.956260E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+04.967010E+2	0
+04.997961300E+6	+08.057000E+0	+03.000000E-1	-03.000000E-3	-05.300353E-3	+04.977780E+2	0
+04.997961400E+6	+08.057000E+0	+04.000000E-1	-03.000000E-3	-07.067138E-3	+04.988540E+2	0
+04.997961300E+6	+08.058000E+0	+03.000000E-1	-02.000000E-3	-05.300353E-3	+04.999230E+2	0
+04.997961400E+6	+08.057000E+0	+04.000000E-1	-03.000000E-3	-07.067138E-3	+05.009980E+2	0
+04.997961300E+6	+08.058000E+0	+03.000000E-1	-02.000000E-3	-05.300353E-3	+05.020700E+2	0
+04.997961300E+6	+08.058000E+0	+03.000000E-1	-02.000000E-3	-05.300353E-3	+05.031500E+2	0
+04.997961400E+6	+08.058000E+0	+04.000000E-1	-02.000000E-3	-07.067138E-3	+05.042200E+2	0
+04.997961400E+6	+08.057000E+0	+04.000000E-1	-03.000000E-3	-07.067138E-3	+05.053030E+2	0
+04.997961300E+6	+08.057000E+0	+03.000000E-1	-03.000000E-3	-05.300353E-3	+05.063720E+2	0
+04.997961400E+6	+08.058000E+0	+04.000000E-1	-02.000000E-3	-07.067138E-3	+05.074500E+2	0
+04.997961300E+6	+08.057000E+0	+03.000000E-1	-03.000000E-3	-05.300353E-3	+05.085320E+2	0
+04.997961400E+6	+08.056000E+0	+04.000000E-1	-04.000000E-3	-07.067138E-3	+05.096000E+2	0
+04.997961300E+6	+08.057000E+0	+03.000000E-1	-03.000000E-3	-05.300353E-3	+05.106790E+2	0
+04.997961400E+6	+08.057000E+0	+04.000000E-1	-03.000000E-3	-07.067138E-3	+05.117470E+2	0
+04.997961300E+6	+08.057000E+0	+03.000000E-1	-03.000000E-3	-05.300353E-3	+05.128310E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+05.138930E+2	0
+04.997961400E+6	+08.057000E+0	+04.000000E-1	-03.000000E-3	-07.067138E-3	+05.149890E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+05.160520E+2	0
+04.997961400E+6	+08.056000E+0	+04.000000E-1	-04.000000E-3	-07.067138E-3	+05.171160E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+05.181910E+2	0
+04.997961400E+6	+08.056000E+0	+04.000000E-1	-04.000000E-3	-07.067138E-3	+05.192620E+2	0
+04.997961300E+6	+08.056000E+0	+03.000000E-1	-04.000000E-3	-05.300353E-3	+05.203410E+2	0
+04.997961400E+6	+08.058000E+0	+04.000000E-1	-02.000000E-3	-07.067138E-3	+05.214170E+2	0
+04.997961300E+6	+08.058000E+0	+03.000000E-1	-02.000000E-3	-05.300353E-3	+05.224960E+2	0
+04.997961400E+6	+08.057000E+0	+04.000000E-1	-03.000000E-3	-07.067138E-3	+05.235610E+2	0
+04.997961300E+6	+08.057000E+0	+03.000000E-1	-03.000000E-3	-05.300353E-3	+05.246410E+2	0
+04.997961300E+6	+08.057000E+0	+03.000000E-1	-03.000000E-3	-05.300353E-3	+05.257210E+2	0
+04.997961400E+6	+08.057000E+0	+04.000000E-1	-03.000000E-3	-07.067138E-3	+05.267990E+2	0
+04.997961400E+6	+08.058000E+0	+04.000000E-1	-02.000000E-3	-07.067138E-3	+05.278670E+2	0
+04.997961400E+6	+08.057000E+0	+04.000000E-1	-03.000000E-3	-07.067138E-3	+05.289460E+2	0
+04.997961400E+6	+08.057000E+0	+04.000000E-1	-03.000000E-3	-07.067138E-3	+05.300110E+2	0
+04.997961300E+6	+08.057000E+0	+03.000000E-1	-03.000000E-3	-05.300353E-3	+05.310940E+2	0
+04.997961400E+6	+08.056000E+0	+04.000000E-1	-04.000000E-3	-07.067138E-3	+05.321750E+2	0
+04.997961400E+6	+08.056000E+0	+04.000000E-1	-04.000000E-3	-07.067138E-3	+05.332480E+2	0
+04.997961400E+6	+08.057000E+0	+04.000000E-1	-03.000000E-3	-07.067138E-3	+05.343210E+2	0
+04.997961400E+6	+08.056000E+0	+04.000000E-1	-04.000000E-3	-07.067138E-3	+05.353950E+2	0
+04.997961400E+6	+08.056000E+0	+04.000000E-1	-04.000000E-3	-07.067138E-3	+05.364630E+2	0
+04.997961400E+6	+08.058000E+0	+04.000000E-1	-02.000000E-3	-07.067138E-3	+05.375440E+2	0
+04.997961400E+6	+08.057000E+0	+04.000000E-1	-03.000000E-3	-07.067138E-3	+05.386080E+2	0
+04.997961400E+6	+08.058000E+0	+04.000000E-1	-02.000000E-3	-07.067138E-3	+05.396940E+2	0
+04.997961400E+6	+08.058000E+0	+04.000000E-1	-02.000000E-3	-07.067138E-3	+05.407650E+2	0
+04.997961400E+6	+08.057000E+0	+04.000000E-1	-03.000000E-3	-07.067138E-3	+05.418460E+2	0
+04.997961300E+6	+08.058000E+0	+03.000000E-1	-02.000000E-3	-05.300353E-3	+05.429130E+2	0
+04.997961400E+6	+08.059000E+0	+04.000000E-1	-01.000000E-3	-07.067138E-3	+05.439940E+2	0
+04.997961400E+6	+08.058000E+0	+04.000000E-1	-02.000000E-3	-07.067138E-3	+05.450600E+2	0
+04.997961400E+6	+08.058000E+0	+04.000000E-1	-02.000000E-3	-07.067138E-3	+05.461360E+2	0
+04.997961300E+6	+08.401000E+0	+03.000000E-1	+03.410000E-1	-05.300353E-3	+05.472070E+2	0
+04.997709700E+6	+03.289700E+2	-02.513000E+2	+03.209100E+2	+04.439929E+0	+05.482860E+2	0
+04.997260600E+6	+03.325900E+2	-07.004000E+2	+03.245300E+2	+01.237456E+1	+05.493540E+2	0
+04.997270800E+6	+03.280400E+2	-06.902000E+2	+03.199800E+2	+01.219435E+1	+05.504240E+2	0
+04.997270600E+6	+03.274400E+2	-06.904000E+2	+03.193800E+2	+01.219788E+1	+05.515010E+2	0
+04.997270000E+6	+03.273900E+2	-06.910000E+2	+03.193300E+2	+01.220848E+1	+05.525860E+2	0
+04.997270400E+6	+03.273200E+2	-06.906000E+2	+03.192600E+2	+01.220141E+1	+05.536580E+2	0
+04.997270800E+6	+03.273400E+2	-06.902000E+2	+03.192800E+2	+01.219435E+1	+05.547310E+2	0
+04.997271100E+6	+03.274300E+2	-06.899000E+2	+03.193700E+2	+01.218905E+1	+05.558010E+2	0
+04.997271400E+6	+03.273800E+2	-06.896000E+2	+03.193200E+2	+01.218375E+1	+05.568830E+2	0
+04.997271600E+6	+03.273900E+2	-06.894000E+2	+03.193300E+2	+01.218021E+1	+05.579550E+2	0
+04.997271800E+6	+03.274900E+2	-06.892000E+2	+03.194300E+2	+01.217668E+1	+05.590290E+2	0
+04.997272100E+6	+03.275700E+2	-06.889000E+2	+03.195100E+2	+01.217138E+1	+05.601010E+2	0
+04.997272200E+6	+03.276100E+2	-06.888000E+2	+03.195500E+2	+01.216961E+1	+05.611760E+2	0
+04.997272300E+6	+03.275900E+2	-06.887000E+2	+03.195300E+2	+01.216784E+1	+05.622510E+2	0
+04.997272300E+6	+03.275500E+2	-06.887000E+2	+03.194900E+2	+01.216784E+1	+05.633270E+2	0
+04.997272300E+6	+03.275600E+2	-06.887000E+2	+03.195000E+2	+01.216784E+1	+05.643960E+2	0
+04.997272500E+6	+03.275900E+2	-06.885000E+2	+03.195300E+2	+01.216431E+1	+05.654640E+2	0
+04.997272700E+6	+03.275900E+2	-06.883000E+2	+03.195300E+2	+01.216078E+1	+05.665480E+2	0
+04.997272700E+6	+03.276600E+2	-06.883000E+2	+03.196000E+2	+01.216078E+1	+05.676150E+2	0
+04.997273000E+6	+03.278000E+2	-06.880000E+2	+03.197400E+2	+01.215548E+1	+05.686940E+2	0
+04.997273000E+6	+03.278600E+2	-06.880000E+2	+03.198000E+2	+01.215548E+1	+05.697740E+2	0
+04.997273100E+6	+03.278100E+2	-06.879000E+2	+03.197500E+2	+01.215371E+1	+05.708450E+2	0
+04.997273100E+6	+03.277700E+2	-06.879000E+2	+03.197100E+2	+01.215371E+1	+05.719160E+2	0
+04.997273000E+6	+03.278100E+2	-06.880000E+2	+03.197500E+2	+01.215548E+1	+05.729980E+2	0
+04.997273000E+6	+03.278100E+2	-06.880000E+2	+03.197500E+2	+01.215548E+1	+05.740710E+2	0
+04.997273100E+6	+03.278100E+2	-06.879000E+2	+03.197500E+2	+01.215371E+1	+05.751470E+2	0
+04.997273100E+6	+03.278400E+2	-06.879000E+2	+03.197800E+2	+01.215371E+1	+05.762160E+2	0
+04.997273100E+6	+03.278400E+2	-06.879000E+2	+03.197800E+2	+01.215371E+1	+05.772900E+2	0
+04.997273200E+6	+03.278400E+2	-06.878000E+2	+03.197800E+2	+01.215194E+1	+05.783700E+2	0
+04.997273300E+6	+03.278500E+2	-06.877000E+2	+03.197900E+2	+01.215018E+1	+05.794400E+2	0
+04.997273200E+6	+03.278600E+2	-06.878000E+2	+03.198000E+2	+01.215194E+1	+05.805070E+2	0
+04.997273200E+6	+03.278700E+2	-06.878000E+2	+03.198100E+2	+01.215194E+1	+05.815910E+2	0
+04.997273300E+6	+03.278700E+2	-06.877000E+2	+03.198100E+2	+01.215018E+1	+05.826630E+2	0
+04.997273400E+6	+03.278600E+2	-06.876000E+2	+03.198000E+2	+01.214841E+1	+05.837350E+2	0
+04.997273400E+6	+03.278500E+2	-06.876000E+2	+03.197900E+2	+01.214841E+1	+05.848040E+2	0
+04.997273400E+6	+03.278600E+2	-06.876000E+2	+03.198000E+2	+01.214841E+1	+05.858840E+2	0
+04.997273400E+6	+03.278500E+2	-06.876000E+2	+03.197900E+2	+01.214841E+1	+05.869660E+2	0
+04.997273400E+6	+03.278400E+2	-06.876000E+2	+03.197800E+2	+01.214841E+1	+05.880370E+2	0
+04.997273400E+6	+03.278100E+2	-06.876000E+2	+03.197500E+2	+01.214841E+1	+05.891060E+2	0
+04.997273400E+6	+03.278100E+2	-06.876000E+2	+03.197500E+2	+01.214841E+1	+05.901900E+2	0
+04.997273400E+6	+03.278200E+2	-06.876000E+2	+03.197600E+2	+01.214841E+1	+05.912570E+2	0
+04.997273500E+6	+03.278200E+2	-06.875000E+2	+03.197600E+2	+01.214664E+1	+05.923400E+2	0
+04.997273500E+6	+03.278200E+2	-06.875000E+2	+03.197600E+2	+01.214664E+1	+05.934090E+2	0
+04.997273500E+6	+03.277900E+2	-06.875000E+2	+03.197300E+2	+01.214664E+1	+05.944790E+2	0
+04.997273600E+6	+03.277600E+2	-06.874000E+2	+03.197000E+2	+01.214488E+1	+05.955640E+2	0
+04.997273600E+6	+03.277400E+2	-06.874000E+2	+03.196800E+2	+01.214488E+1	+05.966360E+2	0
+04.997273600E+6	+03.277300E+2	-06.874000E+2	+03.196700E+2	+01.214488E+1	+05.977090E+2	0
+04.997273600E+6	+03.277200E+2	-06.874000E+2	+03.196600E+2	+01.214488E+1	+05.987780E+2	0
+04.997273600E+6	+03.277000E+2	-06.874000E+2	+03.196400E+2	+01.214488E+1	+05.998510E+2	0
+04.997273600E+6	+03.276900E+2	-06.874000E+2	+03.196300E+2	+01.214488E+1	+06.009350E+2	0
+04.997273700E+6	+03.276700E+2	-06.873000E+2	+03.196100E+2	+01.214311E+1	+06.019980E+2	0
+04.997273600E+6	+03.276600E+2	-06.874000E+2	+03.196000E+2	+01.214488E+1	+06.030810E+2	0
+04.997273600E+6	+03.276400E+2	-06.874000E+2	+03.195800E+2	+01.214488E+1	+06.041490E+2	0
+04.997273600E+6	+03.276200E+2	-06.874000E+2	+03.195600E+2	+01.214488E+1	+06.052310E+2	0
+04.997273500E+6	+03.276000E+2	-06.875000E+2	+03.195400E+2	+01.214664E+1	+06.063040E+2	0
+04.997273600E+6	+03.275800E+2	-06.874000E+2	+03.195200E+2	+01.214488E+1	+06.073820E+2	0
+04.997273500E+6	+03.275500E+2	-06.875000E+2	+03.194900E+2	+01.214664E+1	+06.084530E+2	0
+04.997273400E+6	+03.275300E+2	-06.876000E+2	+03.194700E+2	+01.214841E+1	+06.095230E+2	0
+04.997273400E+6	+03.275000E+2	-06.876000E+2	+03.194400E+2	+01.214841E+1	+06.106020E+2	0
+04.997273400E+6	+03.274800E+2	-06.876000E+2	+03.194200E+2	+01.214841E+1	+06.116830E+2	0
+04.997273400E+6	+03.274600E+2	-06.876000E+2	+03.194000E+2	+01.214841E+1	+06.127550E+2	0
+04.997273400E+6	+03.274500E+2	-06.876000E+2	+03.193900E+2	+01.214841E+1	+06.138280E+2	0
+04.997273400E+6	+03.274600E+2	-06.876000E+2	+03.194000E+2	+01.214841E+1	+06.149060E+2	0
+04.997273400E+6	+03.274400E+2	-06.876000E+2	+03.193800E+2	+01.214841E+1	+06.159760E+2	0
+04.997273400E+6	+03.274200E+2	-06.876000E+2	+03.193600E+2	+01.214841E+1	+06.170440E+2	0
+04.997273400E+6	+03.274100E+2	-06.876000E+2	+03.193500E+2	+01.214841E+1	+06.181340E+2	0
+04.997273300E+6	+03.274000E+2	-06.877000E+2	+03.193400E+2	+01.215018E+1	+06.191970E+2	0
