SRS QCM200 Data File
Data Taken on 04.05.2022 at 13:37:03
Tag Definitions
Zero Rel F        = 1
Zero Rel R        = 2
Zero Rel F and R  = 3
User Tag          = 4
Begining of File  = 5

Notes:


Frequency	Resistance	Delta F	Delta R	Delta Mass	Time (s)	Tag
+04.997256600E+6	+03.337900E+2	+00.000000E+0	+00.000000E+0	+00.000000E+0	+03.110000E-1	5
+04.997256000E+6	+03.337400E+2	-06.000000E-1	-05.000000E-2	+01.060071E-2	+01.103000E+1	0
+04.997256000E+6	+03.337600E+2	-06.000000E-1	-03.000000E-2	+01.060071E-2	+01.210200E+1	0
+04.997256000E+6	+03.337800E+2	-06.000000E-1	-01.000000E-2	+01.060071E-2	+01.317900E+1	0
+04.997256000E+6	+03.337900E+2	-06.000000E-1	+00.000000E+0	+01.060071E-2	+01.426100E+1	0
+04.997256000E+6	+03.338000E+2	-06.000000E-1	+01.000000E-2	+01.060071E-2	+01.533800E+1	0
+04.997256000E+6	+03.337800E+2	-06.000000E-1	-01.000000E-2	+01.060071E-2	+01.641400E+1	0
+04.997256100E+6	+03.337600E+2	-05.000000E-1	-03.000000E-2	+08.833922E-3	+01.748000E+1	0
+04.997256000E+6	+03.337700E+2	-06.000000E-1	-02.000000E-2	+01.060071E-2	+01.856100E+1	0
+04.997256000E+6	+03.338000E+2	-06.000000E-1	+01.000000E-2	+01.060071E-2	+01.962600E+1	0
+04.997256000E+6	+03.338100E+2	-06.000000E-1	+02.000000E-2	+01.060071E-2	+02.069800E+1	0
+04.997256000E+6	+03.338100E+2	-06.000000E-1	+02.000000E-2	+01.060071E-2	+02.179000E+1	0
+04.997256000E+6	+03.338300E+2	-06.000000E-1	+04.000000E-2	+01.060071E-2	+02.286400E+1	0
+04.997256000E+6	+03.338300E+2	-06.000000E-1	+04.000000E-2	+01.060071E-2	+02.393900E+1	0
+04.997256100E+6	+03.338500E+2	-05.000000E-1	+06.000000E-2	+08.833922E-3	+02.500400E+1	0
+04.997256100E+6	+03.338700E+2	-05.000000E-1	+08.000000E-2	+08.833922E-3	+02.607700E+1	0
+04.997256100E+6	+03.338900E+2	-05.000000E-1	+01.000000E-1	+08.833922E-3	+02.715200E+1	0
+04.997256100E+6	+03.339000E+2	-05.000000E-1	+01.100000E-1	+08.833922E-3	+02.823500E+1	0
+04.997256100E+6	+03.338800E+2	-05.000000E-1	+09.000000E-2	+08.833922E-3	+02.931100E+1	0
+04.997256100E+6	+03.338700E+2	-05.000000E-1	+08.000000E-2	+08.833922E-3	+03.038200E+1	0
+04.997256100E+6	+03.338700E+2	-05.000000E-1	+08.000000E-2	+08.833922E-3	+03.145800E+1	0
+04.997256200E+6	+03.338700E+2	-04.000000E-1	+08.000000E-2	+07.067138E-3	+03.253300E+1	0
+04.997256100E+6	+03.338800E+2	-05.000000E-1	+09.000000E-2	+08.833922E-3	+03.360800E+1	0
+04.997256100E+6	+03.339000E+2	-05.000000E-1	+01.100000E-1	+08.833922E-3	+03.467800E+1	0
+04.997256100E+6	+03.339100E+2	-05.000000E-1	+01.200000E-1	+08.833922E-3	+03.575700E+1	0
+04.997256200E+6	+03.339000E+2	-04.000000E-1	+01.100000E-1	+07.067138E-3	+03.682900E+1	0
+04.997256100E+6	+03.339000E+2	-05.000000E-1	+01.100000E-1	+08.833922E-3	+03.790200E+1	0
+04.997256200E+6	+03.339100E+2	-04.000000E-1	+01.200000E-1	+07.067138E-3	+03.897700E+1	0
+04.997256100E+6	+03.338900E+2	-05.000000E-1	+01.000000E-1	+08.833922E-3	+04.004000E+1	0
+04.997256300E+6	+03.339400E+2	-03.000000E-1	+01.500000E-1	+05.300353E-3	+04.111400E+1	0
+04.997256000E+6	+03.338900E+2	-06.000000E-1	+01.000000E-1	+01.060071E-2	+04.219900E+1	0
+04.997256300E+6	+03.339700E+2	-03.000000E-1	+01.800000E-1	+05.300353E-3	+04.327200E+1	0
+04.997256100E+6	+03.339200E+2	-05.000000E-1	+01.300000E-1	+08.833922E-3	+04.435800E+1	0
+04.997255900E+6	+03.338100E+2	-07.000000E-1	+02.000000E-2	+01.236749E-2	+04.543200E+1	0
+04.997256200E+6	+03.338700E+2	-04.000000E-1	+08.000000E-2	+07.067138E-3	+04.650200E+1	0
+04.997256300E+6	+03.339500E+2	-03.000000E-1	+01.600000E-1	+05.300353E-3	+04.757800E+1	0
+04.997256300E+6	+03.339600E+2	-03.000000E-1	+01.700000E-1	+05.300353E-3	+04.865700E+1	0
+04.997256200E+6	+03.339400E+2	-04.000000E-1	+01.500000E-1	+07.067138E-3	+04.973000E+1	0
+04.997256200E+6	+03.339500E+2	-04.000000E-1	+01.600000E-1	+07.067138E-3	+05.080400E+1	0
+04.997256300E+6	+03.339500E+2	-03.000000E-1	+01.600000E-1	+05.300353E-3	+05.188000E+1	0
+04.997256300E+6	+03.339300E+2	-03.000000E-1	+01.400000E-1	+05.300353E-3	+05.295900E+1	0
+04.997256300E+6	+03.339900E+2	-03.000000E-1	+02.000000E-1	+05.300353E-3	+05.403100E+1	0
+04.997256100E+6	+03.339300E+2	-05.000000E-1	+01.400000E-1	+08.833922E-3	+05.510000E+1	0
+04.997256300E+6	+03.339300E+2	-03.000000E-1	+01.400000E-1	+05.300353E-3	+05.617600E+1	0
+04.997256100E+6	+03.338500E+2	-05.000000E-1	+06.000000E-2	+08.833922E-3	+05.724800E+1	0
+04.997256100E+6	+03.339100E+2	-05.000000E-1	+01.200000E-1	+08.833922E-3	+05.832300E+1	0
+04.997256000E+6	+03.338600E+2	-06.000000E-1	+07.000000E-2	+01.060071E-2	+05.939900E+1	0
+04.997255700E+6	+03.337300E+2	-09.000000E-1	-06.000000E-2	+01.590106E-2	+06.047600E+1	0
+04.997255900E+6	+03.337200E+2	-07.000000E-1	-07.000000E-2	+01.236749E-2	+06.154300E+1	0
+04.997256000E+6	+03.337400E+2	-06.000000E-1	-05.000000E-2	+01.060071E-2	+06.261700E+1	0
+04.997256000E+6	+03.337700E+2	-06.000000E-1	-02.000000E-2	+01.060071E-2	+06.369300E+1	0
+04.997256100E+6	+03.338300E+2	-05.000000E-1	+04.000000E-2	+08.833922E-3	+06.477200E+1	0
+04.997256100E+6	+03.338400E+2	-05.000000E-1	+05.000000E-2	+08.833922E-3	+06.585400E+1	0
+04.997256000E+6	+03.338700E+2	-06.000000E-1	+08.000000E-2	+01.060071E-2	+06.692600E+1	0
+04.997255800E+6	+03.338300E+2	-08.000000E-1	+04.000000E-2	+01.413428E-2	+06.799600E+1	0
+04.997256000E+6	+03.339000E+2	-06.000000E-1	+01.100000E-1	+01.060071E-2	+06.907100E+1	0
+04.997255600E+6	+03.337800E+2	-01.000000E+0	-01.000000E-2	+01.766784E-2	+07.014600E+1	0
+04.997255800E+6	+03.338000E+2	-08.000000E-1	+01.000000E-2	+01.413428E-2	+07.122300E+1	0
+04.997256000E+6	+03.339600E+2	-06.000000E-1	+01.700000E-1	+01.060071E-2	+07.229900E+1	0
+04.997255600E+6	+03.337500E+2	-01.000000E+0	-04.000000E-2	+01.766784E-2	+07.337400E+1	0
+04.997255200E+6	+03.336900E+2	-01.400000E+0	-01.000000E-1	+02.473498E-2	+07.444100E+1	0
+04.997255800E+6	+03.338200E+2	-08.000000E-1	+03.000000E-2	+01.413428E-2	+07.552300E+1	0
+04.997255900E+6	+03.339000E+2	-07.000000E-1	+01.100000E-1	+01.236749E-2	+07.659800E+1	0
+04.997255800E+6	+03.339100E+2	-08.000000E-1	+01.200000E-1	+01.413428E-2	+07.766700E+1	0
+04.997255800E+6	+03.339300E+2	-08.000000E-1	+01.400000E-1	+01.413428E-2	+07.873900E+1	0
+04.997255700E+6	+03.339300E+2	-09.000000E-1	+01.400000E-1	+01.590106E-2	+07.981700E+1	0
+04.997255700E+6	+03.339400E+2	-09.000000E-1	+01.500000E-1	+01.590106E-2	+08.089300E+1	0
+04.997255700E+6	+03.339400E+2	-09.000000E-1	+01.500000E-1	+01.590106E-2	+08.195600E+1	0
+04.997255600E+6	+03.339400E+2	-01.000000E+0	+01.500000E-1	+01.766784E-2	+08.302900E+1	0
+04.997255600E+6	+03.339300E+2	-01.000000E+0	+01.400000E-1	+01.766784E-2	+08.411100E+1	0
+04.997255700E+6	+03.339700E+2	-09.000000E-1	+01.800000E-1	+01.590106E-2	+08.518300E+1	0
+04.997255500E+6	+03.339800E+2	-01.100000E+0	+01.900000E-1	+01.943463E-2	+08.626000E+1	0
+04.997255600E+6	+03.339400E+2	-01.000000E+0	+01.500000E-1	+01.766784E-2	+08.733100E+1	0
+04.997255400E+6	+03.338900E+2	-01.200000E+0	+01.000000E-1	+02.120141E-2	+08.841300E+1	0
+04.997255900E+6	+03.341000E+2	-07.000000E-1	+03.100000E-1	+01.236749E-2	+08.948300E+1	0
+04.997254900E+6	+03.339000E+2	-01.700000E+0	+01.100000E-1	+03.003534E-2	+09.055200E+1	0
+04.997255300E+6	+03.338000E+2	-01.300000E+0	+01.000000E-2	+02.296820E-2	+09.162400E+1	0
+04.997255600E+6	+03.339400E+2	-01.000000E+0	+01.500000E-1	+01.766784E-2	+09.270000E+1	0
+04.997255600E+6	+03.340100E+2	-01.000000E+0	+02.200000E-1	+01.766784E-2	+09.377300E+1	0
+04.997255600E+6	+03.340200E+2	-01.000000E+0	+02.300000E-1	+01.766784E-2	+09.485100E+1	0
+04.997255500E+6	+03.340400E+2	-01.100000E+0	+02.500000E-1	+01.943463E-2	+09.593600E+1	0
+04.997255400E+6	+03.340400E+2	-01.200000E+0	+02.500000E-1	+02.120141E-2	+09.700200E+1	0
+04.997255400E+6	+03.340300E+2	-01.200000E+0	+02.400000E-1	+02.120141E-2	+09.807100E+1	0
+04.997255300E+6	+03.340300E+2	-01.300000E+0	+02.400000E-1	+02.296820E-2	+09.915700E+1	0
+04.997255300E+6	+03.340500E+2	-01.300000E+0	+02.600000E-1	+02.296820E-2	+01.002300E+2	0
+04.997255300E+6	+03.340400E+2	-01.300000E+0	+02.500000E-1	+02.296820E-2	+01.013040E+2	0
+04.997255200E+6	+03.340300E+2	-01.400000E+0	+02.400000E-1	+02.473498E-2	+01.023800E+2	0
+04.997255100E+6	+03.340200E+2	-01.500000E+0	+02.300000E-1	+02.650177E-2	+01.034430E+2	0
+04.997255100E+6	+03.340200E+2	-01.500000E+0	+02.300000E-1	+02.650177E-2	+01.045180E+2	0
+04.997255200E+6	+03.340400E+2	-01.400000E+0	+02.500000E-1	+02.473498E-2	+01.055950E+2	0
+04.997255100E+6	+03.340700E+2	-01.500000E+0	+02.800000E-1	+02.650177E-2	+01.066690E+2	0
+04.997255200E+6	+03.340900E+2	-01.400000E+0	+03.000000E-1	+02.473498E-2	+01.077510E+2	0
+04.997255100E+6	+03.341100E+2	-01.500000E+0	+03.200000E-1	+02.650177E-2	+01.088220E+2	0
+04.997255100E+6	+03.341100E+2	-01.500000E+0	+03.200000E-1	+02.650177E-2	+01.099020E+2	0
+04.997255100E+6	+03.341300E+2	-01.500000E+0	+03.400000E-1	+02.650177E-2	+01.109770E+2	0
+04.997255100E+6	+03.341400E+2	-01.500000E+0	+03.500000E-1	+02.650177E-2	+01.120510E+2	0
+04.997255100E+6	+03.341500E+2	-01.500000E+0	+03.600000E-1	+02.650177E-2	+01.131250E+2	0
+04.997255100E+6	+03.341000E+2	-01.500000E+0	+03.100000E-1	+02.650177E-2	+01.141970E+2	0
+04.997255000E+6	+03.342100E+2	-01.600000E+0	+04.200000E-1	+02.826855E-2	+01.152750E+2	0
+04.997254900E+6	+03.341300E+2	-01.700000E+0	+03.400000E-1	+03.003534E-2	+01.163470E+2	0
+04.997255100E+6	+03.341800E+2	-01.500000E+0	+03.900000E-1	+02.650177E-2	+01.174220E+2	0
+04.997254600E+6	+03.339900E+2	-02.000000E+0	+02.000000E-1	+03.533569E-2	+01.184960E+2	0
+04.997255100E+6	+03.342200E+2	-01.500000E+0	+04.300000E-1	+02.650177E-2	+01.195770E+2	0
+04.997254300E+6	+03.341700E+2	-02.300000E+0	+03.800000E-1	+04.063604E-2	+01.206550E+2	0
+04.997254200E+6	+03.338700E+2	-02.400000E+0	+08.000000E-2	+04.240283E-2	+01.217270E+2	0
+04.997254800E+6	+03.339300E+2	-01.800000E+0	+01.400000E-1	+03.180212E-2	+01.227970E+2	0
+04.997255000E+6	+03.340700E+2	-01.600000E+0	+02.800000E-1	+02.826855E-2	+01.238680E+2	0
+04.997254900E+6	+03.341300E+2	-01.700000E+0	+03.400000E-1	+03.003534E-2	+01.249430E+2	0
+04.997254900E+6	+03.341400E+2	-01.700000E+0	+03.500000E-1	+03.003534E-2	+01.260160E+2	0
+04.997254800E+6	+03.341600E+2	-01.800000E+0	+03.700000E-1	+03.180212E-2	+01.270910E+2	0
+04.997254800E+6	+03.341500E+2	-01.800000E+0	+03.600000E-1	+03.180212E-2	+01.281670E+2	0
+04.997254700E+6	+03.341200E+2	-01.900000E+0	+03.300000E-1	+03.356890E-2	+01.292490E+2	0
+04.997254700E+6	+03.341400E+2	-01.900000E+0	+03.500000E-1	+03.356890E-2	+01.303240E+2	0
+04.997254500E+6	+03.341400E+2	-02.100000E+0	+03.500000E-1	+03.710247E-2	+01.313930E+2	0
+04.997254700E+6	+03.341000E+2	-01.900000E+0	+03.100000E-1	+03.356890E-2	+01.324690E+2	0
+04.997254300E+6	+03.340100E+2	-02.300000E+0	+02.200000E-1	+04.063604E-2	+01.335440E+2	0
+04.997254700E+6	+03.342500E+2	-01.900000E+0	+04.600000E-1	+03.356890E-2	+01.346170E+2	0
+04.997254000E+6	+03.342000E+2	-02.600000E+0	+04.100000E-1	+04.593640E-2	+01.356900E+2	0
+04.997253900E+6	+03.340000E+2	-02.700000E+0	+02.100000E-1	+04.770318E-2	+01.367570E+2	0
+04.997254300E+6	+03.340200E+2	-02.300000E+0	+02.300000E-1	+04.063604E-2	+01.378320E+2	0
+04.997254500E+6	+03.341200E+2	-02.100000E+0	+03.300000E-1	+03.710247E-2	+01.389120E+2	0
+04.997254600E+6	+03.341800E+2	-02.000000E+0	+03.900000E-1	+03.533569E-2	+01.399850E+2	0
+04.997254600E+6	+03.342100E+2	-02.000000E+0	+04.200000E-1	+03.533569E-2	+01.410600E+2	0
+04.997254600E+6	+03.342300E+2	-02.000000E+0	+04.400000E-1	+03.533569E-2	+01.421360E+2	0
+04.997254600E+6	+03.342600E+2	-02.000000E+0	+04.700000E-1	+03.533569E-2	+01.432120E+2	0
+04.997254600E+6	+03.342700E+2	-02.000000E+0	+04.800000E-1	+03.533569E-2	+01.442910E+2	0
+04.997254600E+6	+03.342800E+2	-02.000000E+0	+04.900000E-1	+03.533569E-2	+01.453640E+2	0
+04.997254700E+6	+03.343100E+2	-01.900000E+0	+05.200000E-1	+03.356890E-2	+01.464360E+2	0
+04.997254600E+6	+03.343500E+2	-02.000000E+0	+05.600000E-1	+03.533569E-2	+01.475130E+2	0
+04.997254600E+6	+03.343000E+2	-02.000000E+0	+05.100000E-1	+03.533569E-2	+01.485860E+2	0
+04.997254800E+6	+03.343500E+2	-01.800000E+0	+05.600000E-1	+03.180212E-2	+01.496600E+2	0
+04.997254800E+6	+03.343800E+2	-01.800000E+0	+05.900000E-1	+03.180212E-2	+01.507290E+2	0
+04.997254700E+6	+03.344800E+2	-01.900000E+0	+06.900000E-1	+03.356890E-2	+01.518160E+2	0
+04.997254300E+6	+03.343700E+2	-02.300000E+0	+05.800000E-1	+04.063604E-2	+01.528850E+2	0
+04.997254500E+6	+03.343500E+2	-02.100000E+0	+05.600000E-1	+03.710247E-2	+01.539690E+2	0
+04.997254700E+6	+03.343800E+2	-01.900000E+0	+05.900000E-1	+03.356890E-2	+01.550400E+2	0
+04.997254700E+6	+03.344200E+2	-01.900000E+0	+06.300000E-1	+03.356890E-2	+01.561180E+2	0
+04.997254800E+6	+03.344400E+2	-01.800000E+0	+06.500000E-1	+03.180212E-2	+01.571810E+2	0
+04.997254800E+6	+03.344700E+2	-01.800000E+0	+06.800000E-1	+03.180212E-2	+01.582550E+2	0
+04.997254800E+6	+03.344900E+2	-01.800000E+0	+07.000000E-1	+03.180212E-2	+01.593460E+2	0
+04.997254600E+6	+03.344400E+2	-02.000000E+0	+06.500000E-1	+03.533569E-2	+01.604110E+2	0
+04.997254600E+6	+03.344300E+2	-02.000000E+0	+06.400000E-1	+03.533569E-2	+01.614890E+2	0
+04.997254600E+6	+03.344300E+2	-02.000000E+0	+06.400000E-1	+03.533569E-2	+01.625640E+2	0
+04.997254700E+6	+03.344400E+2	-01.900000E+0	+06.500000E-1	+03.356890E-2	+01.636370E+2	0
+04.997254600E+6	+03.344400E+2	-02.000000E+0	+06.500000E-1	+03.533569E-2	+01.647140E+2	0
+04.997254700E+6	+03.344600E+2	-01.900000E+0	+06.700000E-1	+03.356890E-2	+01.657900E+2	0
+04.997254600E+6	+03.344500E+2	-02.000000E+0	+06.600000E-1	+03.533569E-2	+01.668530E+2	0
+04.997254700E+6	+03.344300E+2	-01.900000E+0	+06.400000E-1	+03.356890E-2	+01.679290E+2	0
+04.997254800E+6	+03.345300E+2	-01.800000E+0	+07.400000E-1	+03.180212E-2	+01.690020E+2	0
+04.997254500E+6	+03.345100E+2	-02.100000E+0	+07.200000E-1	+03.710247E-2	+01.700840E+2	0
+04.997254600E+6	+03.345000E+2	-02.000000E+0	+07.100000E-1	+03.533569E-2	+01.711550E+2	0
+04.997254500E+6	+03.345000E+2	-02.100000E+0	+07.100000E-1	+03.710247E-2	+01.722340E+2	0
+04.997254600E+6	+03.345100E+2	-02.000000E+0	+07.200000E-1	+03.533569E-2	+01.733160E+2	0
+04.997254600E+6	+03.345100E+2	-02.000000E+0	+07.200000E-1	+03.533569E-2	+01.743900E+2	0
+04.997254600E+6	+03.345000E+2	-02.000000E+0	+07.100000E-1	+03.533569E-2	+01.754680E+2	0
+04.997254500E+6	+03.344900E+2	-02.100000E+0	+07.000000E-1	+03.710247E-2	+01.765390E+2	0
+04.997254400E+6	+03.344900E+2	-02.200000E+0	+07.000000E-1	+03.886926E-2	+01.776170E+2	0
+04.997254400E+6	+03.344900E+2	-02.200000E+0	+07.000000E-1	+03.886926E-2	+01.786870E+2	0
+04.997254300E+6	+03.344900E+2	-02.300000E+0	+07.000000E-1	+04.063604E-2	+01.797720E+2	0
+04.997254400E+6	+03.345000E+2	-02.200000E+0	+07.100000E-1	+03.886926E-2	+01.808370E+2	0
+04.997254400E+6	+03.345000E+2	-02.200000E+0	+07.100000E-1	+03.886926E-2	+01.819200E+2	0
+04.997254400E+6	+03.345000E+2	-02.200000E+0	+07.100000E-1	+03.886926E-2	+01.829940E+2	0
+04.997254400E+6	+03.345200E+2	-02.200000E+0	+07.300000E-1	+03.886926E-2	+01.840630E+2	0
+04.997254300E+6	+03.344900E+2	-02.300000E+0	+07.000000E-1	+04.063604E-2	+01.851400E+2	0
+04.997254400E+6	+03.345100E+2	-02.200000E+0	+07.200000E-1	+03.886926E-2	+01.862130E+2	0
+04.997254400E+6	+03.345100E+2	-02.200000E+0	+07.200000E-1	+03.886926E-2	+01.872950E+2	0
+04.997254300E+6	+03.344700E+2	-02.300000E+0	+06.800000E-1	+04.063604E-2	+01.883670E+2	0
+04.997254200E+6	+03.344700E+2	-02.400000E+0	+06.800000E-1	+04.240283E-2	+01.894380E+2	0
+04.997254100E+6	+03.344600E+2	-02.500000E+0	+06.700000E-1	+04.416961E-2	+01.905130E+2	0
+04.997254100E+6	+03.344500E+2	-02.500000E+0	+06.600000E-1	+04.416961E-2	+01.915900E+2	0
+04.997254000E+6	+03.344500E+2	-02.600000E+0	+06.600000E-1	+04.593640E-2	+01.926740E+2	0
+04.997254000E+6	+03.344600E+2	-02.600000E+0	+06.700000E-1	+04.593640E-2	+01.937490E+2	0
+04.997254000E+6	+03.344600E+2	-02.600000E+0	+06.700000E-1	+04.593640E-2	+01.948140E+2	0
+04.997254000E+6	+03.344500E+2	-02.600000E+0	+06.600000E-1	+04.593640E-2	+01.958950E+2	0
+04.997254000E+6	+03.344700E+2	-02.600000E+0	+06.800000E-1	+04.593640E-2	+01.969750E+2	0
+04.997254000E+6	+03.344500E+2	-02.600000E+0	+06.600000E-1	+04.593640E-2	+01.980400E+2	0
+04.997254000E+6	+03.344500E+2	-02.600000E+0	+06.600000E-1	+04.593640E-2	+01.991290E+2	0
+04.997253900E+6	+03.344300E+2	-02.700000E+0	+06.400000E-1	+04.770318E-2	+02.001870E+2	0
+04.997253900E+6	+03.344500E+2	-02.700000E+0	+06.600000E-1	+04.770318E-2	+02.012730E+2	0
+04.997253900E+6	+03.344500E+2	-02.700000E+0	+06.600000E-1	+04.770318E-2	+02.023380E+2	0
+04.997254000E+6	+03.344800E+2	-02.600000E+0	+06.900000E-1	+04.593640E-2	+02.034160E+2	0
+04.997254000E+6	+03.344700E+2	-02.600000E+0	+06.800000E-1	+04.593640E-2	+02.044930E+2	0
+04.997253900E+6	+03.344900E+2	-02.700000E+0	+07.000000E-1	+04.770318E-2	+02.055700E+2	0
+04.997254100E+6	+03.344900E+2	-02.500000E+0	+07.000000E-1	+04.416961E-2	+02.066370E+2	0
+04.997254000E+6	+03.345000E+2	-02.600000E+0	+07.100000E-1	+04.593640E-2	+02.077150E+2	0
+04.997253900E+6	+03.345000E+2	-02.700000E+0	+07.100000E-1	+04.770318E-2	+02.087870E+2	0
+04.997254000E+6	+03.345200E+2	-02.600000E+0	+07.300000E-1	+04.593640E-2	+02.098610E+2	0
+04.997253900E+6	+03.345200E+2	-02.700000E+0	+07.300000E-1	+04.770318E-2	+02.109380E+2	0
+04.997253900E+6	+03.345100E+2	-02.700000E+0	+07.200000E-1	+04.770318E-2	+02.120050E+2	0
+04.997253900E+6	+03.344900E+2	-02.700000E+0	+07.000000E-1	+04.770318E-2	+02.130910E+2	0
+04.997253900E+6	+03.344900E+2	-02.700000E+0	+07.000000E-1	+04.770318E-2	+02.141640E+2	0
+04.997253900E+6	+03.344900E+2	-02.700000E+0	+07.000000E-1	+04.770318E-2	+02.152270E+2	0
+04.997253900E+6	+03.345000E+2	-02.700000E+0	+07.100000E-1	+04.770318E-2	+02.163120E+2	0
+04.997253900E+6	+03.345000E+2	-02.700000E+0	+07.100000E-1	+04.770318E-2	+02.173840E+2	0
+04.997253900E+6	+03.345000E+2	-02.700000E+0	+07.100000E-1	+04.770318E-2	+02.184590E+2	0
+04.997254000E+6	+03.345200E+2	-02.600000E+0	+07.300000E-1	+04.593640E-2	+02.195310E+2	0
+04.997254000E+6	+03.344800E+2	-02.600000E+0	+06.900000E-1	+04.593640E-2	+02.206050E+2	0
+04.997253900E+6	+03.345000E+2	-02.700000E+0	+07.100000E-1	+04.770318E-2	+02.216870E+2	0
+04.997253800E+6	+03.344500E+2	-02.800000E+0	+06.600000E-1	+04.946996E-2	+02.227610E+2	0
+04.997253900E+6	+03.344600E+2	-02.700000E+0	+06.700000E-1	+04.770318E-2	+02.238260E+2	0
+04.997253800E+6	+03.344700E+2	-02.800000E+0	+06.800000E-1	+04.946996E-2	+02.249030E+2	0
+04.997253900E+6	+03.344800E+2	-02.700000E+0	+06.900000E-1	+04.770318E-2	+02.259800E+2	0
+04.997253900E+6	+03.344800E+2	-02.700000E+0	+06.900000E-1	+04.770318E-2	+02.270480E+2	0
+04.997253900E+6	+03.345000E+2	-02.700000E+0	+07.100000E-1	+04.770318E-2	+02.281250E+2	0
+04.997253800E+6	+03.345200E+2	-02.800000E+0	+07.300000E-1	+04.946996E-2	+02.291970E+2	0
+04.997253900E+6	+03.345400E+2	-02.700000E+0	+07.500000E-1	+04.770318E-2	+02.302730E+2	0
+04.997254000E+6	+03.345500E+2	-02.600000E+0	+07.600000E-1	+04.593640E-2	+02.313510E+2	0
+04.997254000E+6	+03.345500E+2	-02.600000E+0	+07.600000E-1	+04.593640E-2	+02.324230E+2	0
+04.997254000E+6	+03.345400E+2	-02.600000E+0	+07.500000E-1	+04.593640E-2	+02.334920E+2	0
+04.997254000E+6	+03.345500E+2	-02.600000E+0	+07.600000E-1	+04.593640E-2	+02.345710E+2	0
+04.997253900E+6	+03.344900E+2	-02.700000E+0	+07.000000E-1	+04.770318E-2	+02.356470E+2	0
+04.997253900E+6	+03.345000E+2	-02.700000E+0	+07.100000E-1	+04.770318E-2	+02.367170E+2	0
+04.997253900E+6	+03.344600E+2	-02.700000E+0	+06.700000E-1	+04.770318E-2	+02.378010E+2	0
+04.997253900E+6	+03.344600E+2	-02.700000E+0	+06.700000E-1	+04.770318E-2	+02.388720E+2	0
+04.997253800E+6	+03.344600E+2	-02.800000E+0	+06.700000E-1	+04.946996E-2	+02.399480E+2	0
+04.997253700E+6	+03.344200E+2	-02.900000E+0	+06.300000E-1	+05.123675E-2	+02.410230E+2	0
+04.997253800E+6	+03.344100E+2	-02.800000E+0	+06.200000E-1	+04.946996E-2	+02.420930E+2	0
+04.997253800E+6	+03.344100E+2	-02.800000E+0	+06.200000E-1	+04.946996E-2	+02.431700E+2	0
+04.997253700E+6	+03.344100E+2	-02.900000E+0	+06.200000E-1	+05.123675E-2	+02.442390E+2	0
+04.997253800E+6	+03.343900E+2	-02.800000E+0	+06.000000E-1	+04.946996E-2	+02.453150E+2	0
+04.997253700E+6	+03.343800E+2	-02.900000E+0	+05.900000E-1	+05.123675E-2	+02.463930E+2	0
+04.997253600E+6	+03.343900E+2	-03.000000E+0	+06.000000E-1	+05.300353E-2	+02.474670E+2	0
+04.997253700E+6	+03.343800E+2	-02.900000E+0	+05.900000E-1	+05.123675E-2	+02.485350E+2	0
+04.997253700E+6	+03.343800E+2	-02.900000E+0	+05.900000E-1	+05.123675E-2	+02.496140E+2	0
+04.997253800E+6	+03.344200E+2	-02.800000E+0	+06.300000E-1	+04.946996E-2	+02.506830E+2	0
+04.997253800E+6	+03.344400E+2	-02.800000E+0	+06.500000E-1	+04.946996E-2	+02.517660E+2	0
+04.997253800E+6	+03.344400E+2	-02.800000E+0	+06.500000E-1	+04.946996E-2	+02.528440E+2	0
+04.997253900E+6	+03.344100E+2	-02.700000E+0	+06.200000E-1	+04.770318E-2	+02.539060E+2	0
+04.997253800E+6	+03.344200E+2	-02.800000E+0	+06.300000E-1	+04.946996E-2	+02.549860E+2	0
+04.997253800E+6	+03.343800E+2	-02.800000E+0	+05.900000E-1	+04.946996E-2	+02.560660E+2	0
+04.997254000E+6	+03.344400E+2	-02.600000E+0	+06.500000E-1	+04.593640E-2	+02.571390E+2	0
+04.997253800E+6	+03.344300E+2	-02.800000E+0	+06.400000E-1	+04.946996E-2	+02.582110E+2	0
+04.997253600E+6	+03.344100E+2	-03.000000E+0	+06.200000E-1	+05.300353E-2	+02.592840E+2	0
+04.997253800E+6	+03.344300E+2	-02.800000E+0	+06.400000E-1	+04.946996E-2	+02.603640E+2	0
+04.997253900E+6	+03.344500E+2	-02.700000E+0	+06.600000E-1	+04.770318E-2	+02.614380E+2	0
+04.997253900E+6	+03.344600E+2	-02.700000E+0	+06.700000E-1	+04.770318E-2	+02.625110E+2	0
+04.997254000E+6	+03.344300E+2	-02.600000E+0	+06.400000E-1	+04.593640E-2	+02.635770E+2	0
+04.997253900E+6	+03.344300E+2	-02.700000E+0	+06.400000E-1	+04.770318E-2	+02.646580E+2	0
+04.997253900E+6	+03.344400E+2	-02.700000E+0	+06.500000E-1	+04.770318E-2	+02.657250E+2	0
+04.997253800E+6	+03.344300E+2	-02.800000E+0	+06.400000E-1	+04.946996E-2	+02.668040E+2	0
+04.997253900E+6	+03.344400E+2	-02.700000E+0	+06.500000E-1	+04.770318E-2	+02.678860E+2	0
+04.997253900E+6	+03.344400E+2	-02.700000E+0	+06.500000E-1	+04.770318E-2	+02.689500E+2	0
+04.997253900E+6	+03.344300E+2	-02.700000E+0	+06.400000E-1	+04.770318E-2	+02.700380E+2	0
