SRS QCM200 Data File
Data Taken on 04.05.2022 at 11:48:47
Tag Definitions
Zero Rel F        = 1
Zero Rel R        = 2
Zero Rel F and R  = 3
User Tag          = 4
Begining of File  = 5

Notes:


Frequency	Resistance	Delta F	Delta R	Delta Mass	Time (s)	Tag
+04.997272300E+6	+03.271800E+2	+00.000000E+0	+00.000000E+0	+00.000000E+0	+05.550000E-1	5
+04.997272300E+6	+03.273200E+2	+00.000000E+0	+01.400000E-1	+00.000000E+0	+01.236000E+1	0
+04.997272200E+6	+03.273100E+2	-01.000000E-1	+01.300000E-1	+01.766784E-3	+01.343300E+1	0
+04.997272100E+6	+03.273100E+2	-02.000000E-1	+01.300000E-1	+03.533569E-3	+01.450000E+1	0
+04.997272100E+6	+03.273000E+2	-02.000000E-1	+01.200000E-1	+03.533569E-3	+01.557700E+1	0
+04.997272000E+6	+03.273000E+2	-03.000000E-1	+01.200000E-1	+05.300353E-3	+01.664500E+1	0
+04.997272000E+6	+03.273000E+2	-03.000000E-1	+01.200000E-1	+05.300353E-3	+01.772900E+1	0
+04.997271900E+6	+03.272900E+2	-04.000000E-1	+01.100000E-1	+07.067138E-3	+01.880500E+1	0
+04.997271900E+6	+03.272900E+2	-04.000000E-1	+01.100000E-1	+07.067138E-3	+01.987100E+1	0
+04.997271900E+6	+03.272900E+2	-04.000000E-1	+01.100000E-1	+07.067138E-3	+02.094300E+1	0
+04.997271800E+6	+03.272900E+2	-05.000000E-1	+01.100000E-1	+08.833922E-3	+02.201700E+1	0
+04.997271800E+6	+03.272800E+2	-05.000000E-1	+01.000000E-1	+08.833922E-3	+02.309100E+1	0
+04.997271700E+6	+03.272800E+2	-06.000000E-1	+01.000000E-1	+01.060071E-2	+02.416400E+1	0
+04.997271800E+6	+03.272700E+2	-05.000000E-1	+09.000000E-2	+08.833922E-3	+02.525100E+1	0
+04.997271700E+6	+03.272700E+2	-06.000000E-1	+09.000000E-2	+01.060071E-2	+02.631900E+1	0
+04.997271600E+6	+03.272600E+2	-07.000000E-1	+08.000000E-2	+01.236749E-2	+02.739900E+1	0
+04.997271700E+6	+03.272700E+2	-06.000000E-1	+09.000000E-2	+01.060071E-2	+02.846900E+1	0
+04.997271700E+6	+03.272600E+2	-06.000000E-1	+08.000000E-2	+01.060071E-2	+02.954300E+1	0
+04.997271700E+6	+03.272600E+2	-06.000000E-1	+08.000000E-2	+01.060071E-2	+03.061600E+1	0
+04.997271700E+6	+03.272500E+2	-06.000000E-1	+07.000000E-2	+01.060071E-2	+03.168700E+1	0
+04.997271600E+6	+03.272600E+2	-07.000000E-1	+08.000000E-2	+01.236749E-2	+03.276100E+1	0
+04.997271700E+6	+03.272600E+2	-06.000000E-1	+08.000000E-2	+01.060071E-2	+03.383900E+1	0
+04.997271700E+6	+03.272700E+2	-06.000000E-1	+09.000000E-2	+01.060071E-2	+03.491600E+1	0
+04.997271600E+6	+03.272800E+2	-07.000000E-1	+01.000000E-1	+01.236749E-2	+03.598100E+1	0
+04.997271700E+6	+03.272900E+2	-06.000000E-1	+01.100000E-1	+01.060071E-2	+03.705600E+1	0
+04.997271700E+6	+03.273000E+2	-06.000000E-1	+01.200000E-1	+01.060071E-2	+03.813100E+1	0
+04.997271600E+6	+03.273000E+2	-07.000000E-1	+01.200000E-1	+01.236749E-2	+03.921100E+1	0
+04.997271600E+6	+03.273100E+2	-07.000000E-1	+01.300000E-1	+01.236749E-2	+04.028800E+1	0
+04.997271600E+6	+03.273100E+2	-07.000000E-1	+01.300000E-1	+01.236749E-2	+04.136000E+1	0
+04.997271800E+6	+03.273400E+2	-05.000000E-1	+01.600000E-1	+08.833922E-3	+04.242900E+1	0
+04.997271800E+6	+03.273500E+2	-05.000000E-1	+01.700000E-1	+08.833922E-3	+04.350900E+1	0
+04.997271800E+6	+03.273700E+2	-05.000000E-1	+01.900000E-1	+08.833922E-3	+04.457900E+1	0
+04.997271900E+6	+03.273800E+2	-04.000000E-1	+02.000000E-1	+07.067138E-3	+04.566300E+1	0
+04.997271900E+6	+03.273900E+2	-04.000000E-1	+02.100000E-1	+07.067138E-3	+04.672700E+1	0
+04.997271800E+6	+03.273800E+2	-05.000000E-1	+02.000000E-1	+08.833922E-3	+04.780300E+1	0
+04.997271900E+6	+03.273800E+2	-04.000000E-1	+02.000000E-1	+07.067138E-3	+04.887900E+1	0
+04.997271900E+6	+03.273900E+2	-04.000000E-1	+02.100000E-1	+07.067138E-3	+04.995400E+1	0
+04.997271800E+6	+03.273800E+2	-05.000000E-1	+02.000000E-1	+08.833922E-3	+05.102900E+1	0
+04.997271800E+6	+03.273800E+2	-05.000000E-1	+02.000000E-1	+08.833922E-3	+05.210700E+1	0
+04.997271800E+6	+03.273800E+2	-05.000000E-1	+02.000000E-1	+08.833922E-3	+05.318300E+1	0
+04.997271700E+6	+03.273900E+2	-06.000000E-1	+02.100000E-1	+01.060071E-2	+05.424700E+1	0
+04.997271600E+6	+03.274200E+2	-07.000000E-1	+02.400000E-1	+01.236749E-2	+05.532300E+1	0
+04.997271700E+6	+03.273900E+2	-06.000000E-1	+02.100000E-1	+01.060071E-2	+05.640900E+1	0
+04.997271700E+6	+03.274000E+2	-06.000000E-1	+02.200000E-1	+01.060071E-2	+05.748400E+1	0
+04.997271600E+6	+03.274100E+2	-07.000000E-1	+02.300000E-1	+01.236749E-2	+05.855000E+1	0
+04.997271500E+6	+03.274300E+2	-08.000000E-1	+02.500000E-1	+01.413428E-2	+05.962300E+1	0
+04.997271600E+6	+03.274500E+2	-07.000000E-1	+02.700000E-1	+01.236749E-2	+06.070300E+1	0
+04.997271600E+6	+03.274600E+2	-07.000000E-1	+02.800000E-1	+01.236749E-2	+06.177800E+1	0
+04.997271600E+6	+03.274500E+2	-07.000000E-1	+02.700000E-1	+01.236749E-2	+06.286100E+1	0
+04.997271600E+6	+03.274500E+2	-07.000000E-1	+02.700000E-1	+01.236749E-2	+06.393500E+1	0
+04.997271500E+6	+03.274600E+2	-08.000000E-1	+02.800000E-1	+01.413428E-2	+06.500400E+1	0
+04.997271500E+6	+03.274700E+2	-08.000000E-1	+02.900000E-1	+01.413428E-2	+06.608000E+1	0
+04.997271600E+6	+03.274800E+2	-07.000000E-1	+03.000000E-1	+01.236749E-2	+06.715600E+1	0
+04.997271600E+6	+03.274800E+2	-07.000000E-1	+03.000000E-1	+01.236749E-2	+06.823200E+1	0
+04.997271500E+6	+03.274700E+2	-08.000000E-1	+02.900000E-1	+01.413428E-2	+06.930400E+1	0
+04.997271400E+6	+03.274700E+2	-09.000000E-1	+02.900000E-1	+01.590106E-2	+07.036800E+1	0
+04.997271500E+6	+03.274900E+2	-08.000000E-1	+03.100000E-1	+01.413428E-2	+07.145200E+1	0
+04.997271400E+6	+03.274900E+2	-09.000000E-1	+03.100000E-1	+01.590106E-2	+07.252600E+1	0
+04.997271400E+6	+03.274900E+2	-09.000000E-1	+03.100000E-1	+01.590106E-2	+07.359100E+1	0
+04.997271400E+6	+03.274900E+2	-09.000000E-1	+03.100000E-1	+01.590106E-2	+07.466700E+1	0
+04.997271400E+6	+03.274900E+2	-09.000000E-1	+03.100000E-1	+01.590106E-2	+07.574500E+1	0
+04.997271400E+6	+03.274900E+2	-09.000000E-1	+03.100000E-1	+01.590106E-2	+07.681500E+1	0
+04.997271300E+6	+03.274800E+2	-01.000000E+0	+03.000000E-1	+01.766784E-2	+07.789600E+1	0
+04.997271300E+6	+03.274900E+2	-01.000000E+0	+03.100000E-1	+01.766784E-2	+07.896300E+1	0
+04.997271300E+6	+03.274900E+2	-01.000000E+0	+03.100000E-1	+01.766784E-2	+08.004900E+1	0
+04.997271300E+6	+03.274900E+2	-01.000000E+0	+03.100000E-1	+01.766784E-2	+08.111200E+1	0
+04.997271200E+6	+03.275000E+2	-01.100000E+0	+03.200000E-1	+01.943463E-2	+08.218800E+1	0
+04.997271200E+6	+03.275000E+2	-01.100000E+0	+03.200000E-1	+01.943463E-2	+08.326000E+1	0
+04.997271300E+6	+03.275000E+2	-01.000000E+0	+03.200000E-1	+01.766784E-2	+08.433600E+1	0
+04.997271200E+6	+03.275100E+2	-01.100000E+0	+03.300000E-1	+01.943463E-2	+08.541300E+1	0
+04.997271200E+6	+03.275000E+2	-01.100000E+0	+03.200000E-1	+01.943463E-2	+08.648300E+1	0
+04.997271200E+6	+03.275100E+2	-01.100000E+0	+03.300000E-1	+01.943463E-2	+08.756900E+1	0
+04.997271300E+6	+03.275100E+2	-01.000000E+0	+03.300000E-1	+01.766784E-2	+08.863100E+1	0
+04.997271200E+6	+03.275300E+2	-01.100000E+0	+03.500000E-1	+01.943463E-2	+08.971300E+1	0
+04.997271300E+6	+03.275400E+2	-01.000000E+0	+03.600000E-1	+01.766784E-2	+09.078700E+1	0
+04.997271200E+6	+03.275500E+2	-01.100000E+0	+03.700000E-1	+01.943463E-2	+09.185800E+1	0
+04.997271300E+6	+03.275400E+2	-01.000000E+0	+03.600000E-1	+01.766784E-2	+09.294300E+1	0
+04.997271200E+6	+03.275500E+2	-01.100000E+0	+03.700000E-1	+01.943463E-2	+09.401900E+1	0
+04.997271300E+6	+03.275500E+2	-01.000000E+0	+03.700000E-1	+01.766784E-2	+09.508200E+1	0
+04.997271100E+6	+03.275500E+2	-01.200000E+0	+03.700000E-1	+02.120141E-2	+09.616100E+1	0
+04.997271100E+6	+03.275600E+2	-01.200000E+0	+03.800000E-1	+02.120141E-2	+09.724100E+1	0
+04.997271100E+6	+03.275700E+2	-01.200000E+0	+03.900000E-1	+02.120141E-2	+09.830500E+1	0
+04.997271100E+6	+03.275700E+2	-01.200000E+0	+03.900000E-1	+02.120141E-2	+09.938900E+1	0
+04.997271100E+6	+03.275700E+2	-01.200000E+0	+03.900000E-1	+02.120141E-2	+01.004590E+2	0
+04.997271100E+6	+03.275800E+2	-01.200000E+0	+04.000000E-1	+02.120141E-2	+01.015330E+2	0
+04.997271000E+6	+03.275800E+2	-01.300000E+0	+04.000000E-1	+02.296820E-2	+01.026020E+2	0
+04.997271000E+6	+03.275800E+2	-01.300000E+0	+04.000000E-1	+02.296820E-2	+01.036740E+2	0
+04.997271000E+6	+03.275800E+2	-01.300000E+0	+04.000000E-1	+02.296820E-2	+01.047570E+2	0
+04.997271000E+6	+03.275900E+2	-01.300000E+0	+04.100000E-1	+02.296820E-2	+01.058270E+2	0
+04.997271000E+6	+03.275900E+2	-01.300000E+0	+04.100000E-1	+02.296820E-2	+01.069000E+2	0
+04.997271000E+6	+03.276000E+2	-01.300000E+0	+04.200000E-1	+02.296820E-2	+01.079850E+2	0
+04.997271000E+6	+03.276100E+2	-01.300000E+0	+04.300000E-1	+02.296820E-2	+01.090560E+2	0
+04.997270900E+6	+03.276100E+2	-01.400000E+0	+04.300000E-1	+02.473498E-2	+01.101340E+2	0
+04.997270900E+6	+03.276200E+2	-01.400000E+0	+04.400000E-1	+02.473498E-2	+01.112070E+2	0
+04.997270900E+6	+03.276200E+2	-01.400000E+0	+04.400000E-1	+02.473498E-2	+01.122770E+2	0
+04.997270900E+6	+03.276300E+2	-01.400000E+0	+04.500000E-1	+02.473498E-2	+01.133490E+2	0
+04.997270900E+6	+03.276400E+2	-01.400000E+0	+04.600000E-1	+02.473498E-2	+01.144290E+2	0
+04.997270900E+6	+03.276400E+2	-01.400000E+0	+04.600000E-1	+02.473498E-2	+01.154980E+2	0
+04.997270900E+6	+03.276500E+2	-01.400000E+0	+04.700000E-1	+02.473498E-2	+01.165840E+2	0
+04.997270900E+6	+03.276600E+2	-01.400000E+0	+04.800000E-1	+02.473498E-2	+01.176460E+2	0
+04.997270900E+6	+03.276600E+2	-01.400000E+0	+04.800000E-1	+02.473498E-2	+01.187190E+2	0
+04.997270900E+6	+03.276600E+2	-01.400000E+0	+04.800000E-1	+02.473498E-2	+01.197960E+2	0
+04.997270900E+6	+03.276700E+2	-01.400000E+0	+04.900000E-1	+02.473498E-2	+01.208830E+2	0
+04.997270900E+6	+03.276800E+2	-01.400000E+0	+05.000000E-1	+02.473498E-2	+01.219570E+2	0
+04.997270900E+6	+03.276900E+2	-01.400000E+0	+05.100000E-1	+02.473498E-2	+01.230280E+2	0
+04.997270800E+6	+03.276900E+2	-01.500000E+0	+05.100000E-1	+02.650177E-2	+01.241010E+2	0
+04.997270800E+6	+03.277000E+2	-01.500000E+0	+05.200000E-1	+02.650177E-2	+01.251730E+2	0
+04.997270900E+6	+03.277000E+2	-01.400000E+0	+05.200000E-1	+02.473498E-2	+01.262560E+2	0
+04.997270800E+6	+03.277100E+2	-01.500000E+0	+05.300000E-1	+02.650177E-2	+01.273180E+2	0
+04.997270800E+6	+03.277200E+2	-01.500000E+0	+05.400000E-1	+02.650177E-2	+01.284010E+2	0
+04.997270800E+6	+03.277200E+2	-01.500000E+0	+05.400000E-1	+02.650177E-2	+01.294700E+2	0
+04.997270800E+6	+03.277100E+2	-01.500000E+0	+05.300000E-1	+02.650177E-2	+01.305560E+2	0
+04.997270800E+6	+03.277200E+2	-01.500000E+0	+05.400000E-1	+02.650177E-2	+01.316260E+2	0
+04.997270800E+6	+03.277300E+2	-01.500000E+0	+05.500000E-1	+02.650177E-2	+01.326980E+2	0
+04.997270900E+6	+03.277300E+2	-01.400000E+0	+05.500000E-1	+02.473498E-2	+01.337760E+2	0
+04.997270800E+6	+03.277400E+2	-01.500000E+0	+05.600000E-1	+02.650177E-2	+01.348610E+2	0
+04.997270900E+6	+03.277500E+2	-01.400000E+0	+05.700000E-1	+02.473498E-2	+01.359300E+2	0
+04.997270800E+6	+03.277500E+2	-01.500000E+0	+05.700000E-1	+02.650177E-2	+01.370050E+2	0
+04.997270900E+6	+03.277500E+2	-01.400000E+0	+05.700000E-1	+02.473498E-2	+01.380830E+2	0
+04.997270900E+6	+03.277500E+2	-01.400000E+0	+05.700000E-1	+02.473498E-2	+01.391610E+2	0
+04.997270900E+6	+03.277500E+2	-01.400000E+0	+05.700000E-1	+02.473498E-2	+01.402350E+2	0
+04.997270900E+6	+03.277500E+2	-01.400000E+0	+05.700000E-1	+02.473498E-2	+01.413020E+2	0
+04.997270900E+6	+03.277500E+2	-01.400000E+0	+05.700000E-1	+02.473498E-2	+01.423780E+2	0
+04.997271000E+6	+03.277500E+2	-01.300000E+0	+05.700000E-1	+02.296820E-2	+01.434530E+2	0
+04.997271000E+6	+03.277600E+2	-01.300000E+0	+05.800000E-1	+02.296820E-2	+01.445210E+2	0
+04.997271000E+6	+03.277600E+2	-01.300000E+0	+05.800000E-1	+02.296820E-2	+01.455960E+2	0
+04.997271000E+6	+03.277600E+2	-01.300000E+0	+05.800000E-1	+02.296820E-2	+01.466720E+2	0
+04.997271000E+6	+03.277600E+2	-01.300000E+0	+05.800000E-1	+02.296820E-2	+01.477500E+2	0
+04.997271000E+6	+03.277600E+2	-01.300000E+0	+05.800000E-1	+02.296820E-2	+01.488340E+2	0
+04.997270900E+6	+03.277700E+2	-01.400000E+0	+05.900000E-1	+02.473498E-2	+01.499030E+2	0
+04.997270900E+6	+03.277800E+2	-01.400000E+0	+06.000000E-1	+02.473498E-2	+01.509740E+2	0
+04.997270900E+6	+03.277900E+2	-01.400000E+0	+06.100000E-1	+02.473498E-2	+01.520470E+2	0
+04.997270900E+6	+03.278000E+2	-01.400000E+0	+06.200000E-1	+02.473498E-2	+01.531210E+2	0
+04.997270900E+6	+03.278000E+2	-01.400000E+0	+06.200000E-1	+02.473498E-2	+01.542020E+2	0
+04.997270800E+6	+03.278000E+2	-01.500000E+0	+06.200000E-1	+02.650177E-2	+01.552740E+2	0
+04.997270800E+6	+03.277900E+2	-01.500000E+0	+06.100000E-1	+02.650177E-2	+01.563570E+2	0
+04.997270800E+6	+03.278000E+2	-01.500000E+0	+06.200000E-1	+02.650177E-2	+01.574360E+2	0
+04.997270800E+6	+03.278100E+2	-01.500000E+0	+06.300000E-1	+02.650177E-2	+01.585060E+2	0
+04.997270800E+6	+03.278100E+2	-01.500000E+0	+06.300000E-1	+02.650177E-2	+01.595800E+2	0
+04.997270600E+6	+03.278200E+2	-01.700000E+0	+06.400000E-1	+03.003534E-2	+01.606580E+2	0
+04.997270700E+6	+03.278300E+2	-01.600000E+0	+06.500000E-1	+02.826855E-2	+01.617280E+2	0
+04.997270600E+6	+03.278300E+2	-01.700000E+0	+06.500000E-1	+03.003534E-2	+01.628030E+2	0
+04.997270600E+6	+03.278400E+2	-01.700000E+0	+06.600000E-1	+03.003534E-2	+01.638810E+2	0
+04.997270500E+6	+03.278400E+2	-01.800000E+0	+06.600000E-1	+03.180212E-2	+01.649580E+2	0
+04.997270600E+6	+03.278500E+2	-01.700000E+0	+06.700000E-1	+03.003534E-2	+01.660290E+2	0
+04.997270600E+6	+03.278600E+2	-01.700000E+0	+06.800000E-1	+03.003534E-2	+01.671050E+2	0
+04.997270600E+6	+03.278600E+2	-01.700000E+0	+06.800000E-1	+03.003534E-2	+01.681750E+2	0
+04.997270400E+6	+03.278700E+2	-01.900000E+0	+06.900000E-1	+03.356890E-2	+01.692660E+2	0
+04.997270400E+6	+03.278800E+2	-01.900000E+0	+07.000000E-1	+03.356890E-2	+01.703340E+2	0
+04.997270500E+6	+03.278800E+2	-01.800000E+0	+07.000000E-1	+03.180212E-2	+01.714060E+2	0
+04.997270500E+6	+03.278800E+2	-01.800000E+0	+07.000000E-1	+03.180212E-2	+01.724810E+2	0
+04.997270500E+6	+03.278800E+2	-01.800000E+0	+07.000000E-1	+03.180212E-2	+01.735530E+2	0
+04.997270400E+6	+03.278700E+2	-01.900000E+0	+06.900000E-1	+03.356890E-2	+01.746400E+2	0
+04.997270400E+6	+03.278700E+2	-01.900000E+0	+06.900000E-1	+03.356890E-2	+01.757010E+2	0
+04.997270400E+6	+03.278800E+2	-01.900000E+0	+07.000000E-1	+03.356890E-2	+01.767780E+2	0
+04.997270400E+6	+03.278800E+2	-01.900000E+0	+07.000000E-1	+03.356890E-2	+01.778520E+2	0
+04.997270400E+6	+03.278800E+2	-01.900000E+0	+07.000000E-1	+03.356890E-2	+01.789370E+2	0
+04.997270400E+6	+03.278800E+2	-01.900000E+0	+07.000000E-1	+03.356890E-2	+01.800100E+2	0
+04.997270400E+6	+03.278800E+2	-01.900000E+0	+07.000000E-1	+03.356890E-2	+01.810830E+2	0
+04.997270400E+6	+03.278900E+2	-01.900000E+0	+07.100000E-1	+03.356890E-2	+01.821600E+2	0
+04.997270400E+6	+03.278900E+2	-01.900000E+0	+07.100000E-1	+03.356890E-2	+01.832350E+2	0
+04.997270400E+6	+03.279000E+2	-01.900000E+0	+07.200000E-1	+03.356890E-2	+01.843080E+2	0
+04.997270600E+6	+03.279000E+2	-01.700000E+0	+07.200000E-1	+03.003534E-2	+01.853840E+2	0
+04.997270600E+6	+03.279000E+2	-01.700000E+0	+07.200000E-1	+03.003534E-2	+01.864690E+2	0
+04.997270500E+6	+03.279000E+2	-01.800000E+0	+07.200000E-1	+03.180212E-2	+01.875330E+2	0
+04.997270400E+6	+03.279000E+2	-01.900000E+0	+07.200000E-1	+03.356890E-2	+01.886170E+2	0
+04.997270600E+6	+03.279000E+2	-01.700000E+0	+07.200000E-1	+03.003534E-2	+01.896900E+2	0
+04.997270600E+6	+03.278900E+2	-01.700000E+0	+07.100000E-1	+03.003534E-2	+01.907670E+2	0
+04.997270600E+6	+03.279000E+2	-01.700000E+0	+07.200000E-1	+03.003534E-2	+01.918380E+2	0
+04.997270500E+6	+03.278900E+2	-01.800000E+0	+07.100000E-1	+03.180212E-2	+01.929140E+2	0
+04.997270600E+6	+03.278900E+2	-01.700000E+0	+07.100000E-1	+03.003534E-2	+01.939900E+2	0
+04.997270600E+6	+03.278900E+2	-01.700000E+0	+07.100000E-1	+03.003534E-2	+01.950660E+2	0
+04.997270600E+6	+03.278800E+2	-01.700000E+0	+07.000000E-1	+03.003534E-2	+01.961360E+2	0
+04.997270600E+6	+03.278900E+2	-01.700000E+0	+07.100000E-1	+03.003534E-2	+01.972120E+2	0
+04.997270700E+6	+03.278800E+2	-01.600000E+0	+07.000000E-1	+02.826855E-2	+01.982820E+2	0
+04.997270700E+6	+03.278900E+2	-01.600000E+0	+07.100000E-1	+02.826855E-2	+01.993570E+2	0
+04.997270700E+6	+03.278900E+2	-01.600000E+0	+07.100000E-1	+02.826855E-2	+02.004420E+2	0
+04.997270700E+6	+03.278800E+2	-01.600000E+0	+07.000000E-1	+02.826855E-2	+02.015080E+2	0
+04.997270800E+6	+03.278900E+2	-01.500000E+0	+07.100000E-1	+02.650177E-2	+02.025840E+2	0
+04.997270800E+6	+03.278900E+2	-01.500000E+0	+07.100000E-1	+02.650177E-2	+02.036610E+2	0
+04.997270800E+6	+03.278900E+2	-01.500000E+0	+07.100000E-1	+02.650177E-2	+02.047340E+2	0
+04.997270800E+6	+03.278900E+2	-01.500000E+0	+07.100000E-1	+02.650177E-2	+02.058110E+2	0
+04.997270800E+6	+03.279000E+2	-01.500000E+0	+07.200000E-1	+02.650177E-2	+02.068860E+2	0
+04.997270700E+6	+03.279000E+2	-01.600000E+0	+07.200000E-1	+02.826855E-2	+02.079680E+2	0
+04.997270800E+6	+03.279000E+2	-01.500000E+0	+07.200000E-1	+02.650177E-2	+02.090430E+2	0
+04.997270900E+6	+03.279000E+2	-01.400000E+0	+07.200000E-1	+02.473498E-2	+02.101060E+2	0
+04.997270900E+6	+03.278900E+2	-01.400000E+0	+07.100000E-1	+02.473498E-2	+02.111850E+2	0
+04.997270800E+6	+03.278900E+2	-01.500000E+0	+07.100000E-1	+02.650177E-2	+02.122590E+2	0
+04.997270900E+6	+03.278800E+2	-01.400000E+0	+07.000000E-1	+02.473498E-2	+02.133440E+2	0
+04.997270900E+6	+03.278800E+2	-01.400000E+0	+07.000000E-1	+02.473498E-2	+02.144160E+2	0
+04.997270900E+6	+03.278800E+2	-01.400000E+0	+07.000000E-1	+02.473498E-2	+02.154890E+2	0
+04.997270900E+6	+03.278800E+2	-01.400000E+0	+07.000000E-1	+02.473498E-2	+02.165600E+2	0
+04.997270900E+6	+03.278800E+2	-01.400000E+0	+07.000000E-1	+02.473498E-2	+02.176380E+2	0
+04.997270900E+6	+03.278800E+2	-01.400000E+0	+07.000000E-1	+02.473498E-2	+02.187130E+2	0
+04.997270900E+6	+03.278800E+2	-01.400000E+0	+07.000000E-1	+02.473498E-2	+02.197880E+2	0
+04.997270900E+6	+03.278800E+2	-01.400000E+0	+07.000000E-1	+02.473498E-2	+02.208580E+2	0
+04.997270900E+6	+03.278900E+2	-01.400000E+0	+07.100000E-1	+02.473498E-2	+02.219260E+2	0
+04.997270900E+6	+03.278900E+2	-01.400000E+0	+07.100000E-1	+02.473498E-2	+02.230120E+2	0
+04.997270900E+6	+03.279000E+2	-01.400000E+0	+07.200000E-1	+02.473498E-2	+02.240850E+2	0
+04.997270900E+6	+03.279000E+2	-01.400000E+0	+07.200000E-1	+02.473498E-2	+02.251650E+2	0
+04.997270900E+6	+03.279100E+2	-01.400000E+0	+07.300000E-1	+02.473498E-2	+02.262390E+2	0
+04.997270900E+6	+03.279200E+2	-01.400000E+0	+07.400000E-1	+02.473498E-2	+02.273020E+2	0
+04.997270900E+6	+03.279200E+2	-01.400000E+0	+07.400000E-1	+02.473498E-2	+02.283760E+2	0
+04.997270900E+6	+03.279200E+2	-01.400000E+0	+07.400000E-1	+02.473498E-2	+02.294540E+2	0
+04.997270900E+6	+03.279200E+2	-01.400000E+0	+07.400000E-1	+02.473498E-2	+02.305320E+2	0
+04.997270900E+6	+03.279200E+2	-01.400000E+0	+07.400000E-1	+02.473498E-2	+02.316050E+2	0
+04.997270900E+6	+03.279200E+2	-01.400000E+0	+07.400000E-1	+02.473498E-2	+02.326780E+2	0
+04.997270900E+6	+03.279200E+2	-01.400000E+0	+07.400000E-1	+02.473498E-2	+02.337520E+2	0
+04.997270800E+6	+03.279200E+2	-01.500000E+0	+07.400000E-1	+02.650177E-2	+02.348150E+2	0
+04.997270900E+6	+03.279200E+2	-01.400000E+0	+07.400000E-1	+02.473498E-2	+02.358930E+2	0
+04.997270900E+6	+03.279200E+2	-01.400000E+0	+07.400000E-1	+02.473498E-2	+02.369670E+2	0
+04.997270900E+6	+03.279200E+2	-01.400000E+0	+07.400000E-1	+02.473498E-2	+02.380520E+2	0
+04.997270900E+6	+03.279200E+2	-01.400000E+0	+07.400000E-1	+02.473498E-2	+02.391230E+2	0
+04.997270900E+6	+03.279200E+2	-01.400000E+0	+07.400000E-1	+02.473498E-2	+02.401990E+2	0
+04.997270900E+6	+03.279100E+2	-01.400000E+0	+07.300000E-1	+02.473498E-2	+02.412610E+2	0
+04.997270900E+6	+03.279100E+2	-01.400000E+0	+07.300000E-1	+02.473498E-2	+02.423490E+2	0
+04.997270900E+6	+03.279000E+2	-01.400000E+0	+07.200000E-1	+02.473498E-2	+02.434190E+2	0
+04.997270900E+6	+03.279100E+2	-01.400000E+0	+07.300000E-1	+02.473498E-2	+02.444930E+2	0
+04.997271000E+6	+03.279100E+2	-01.300000E+0	+07.300000E-1	+02.296820E-2	+02.455650E+2	0
+04.997271000E+6	+03.279100E+2	-01.300000E+0	+07.300000E-1	+02.296820E-2	+02.466410E+2	0
+04.997271000E+6	+03.279100E+2	-01.300000E+0	+07.300000E-1	+02.296820E-2	+02.477130E+2	0
+04.997271000E+6	+03.279100E+2	-01.300000E+0	+07.300000E-1	+02.296820E-2	+02.487910E+2	0
+04.997271000E+6	+03.279100E+2	-01.300000E+0	+07.300000E-1	+02.296820E-2	+02.498650E+2	0
+04.997271000E+6	+03.279100E+2	-01.300000E+0	+07.300000E-1	+02.296820E-2	+02.509410E+2	0
+04.997271000E+6	+03.279100E+2	-01.300000E+0	+07.300000E-1	+02.296820E-2	+02.520210E+2	0
+04.997271100E+6	+03.279000E+2	-01.200000E+0	+07.200000E-1	+02.120141E-2	+02.530910E+2	0
+04.997271100E+6	+03.278900E+2	-01.200000E+0	+07.100000E-1	+02.120141E-2	+02.541670E+2	0
+04.997271200E+6	+03.278900E+2	-01.100000E+0	+07.100000E-1	+01.943463E-2	+02.552410E+2	0
+04.997271200E+6	+03.278900E+2	-01.100000E+0	+07.100000E-1	+01.943463E-2	+02.563280E+2	0
+04.997271200E+6	+03.278900E+2	-01.100000E+0	+07.100000E-1	+01.943463E-2	+02.574010E+2	0
+04.997271300E+6	+03.278900E+2	-01.000000E+0	+07.100000E-1	+01.766784E-2	+02.584650E+2	0
+04.997271300E+6	+03.278900E+2	-01.000000E+0	+07.100000E-1	+01.766784E-2	+02.595410E+2	0
+04.997271300E+6	+03.279000E+2	-01.000000E+0	+07.200000E-1	+01.766784E-2	+02.606210E+2	0
+04.997271300E+6	+03.279000E+2	-01.000000E+0	+07.200000E-1	+01.766784E-2	+02.616910E+2	0
+04.997271300E+6	+03.279000E+2	-01.000000E+0	+07.200000E-1	+01.766784E-2	+02.627720E+2	0
+04.997271300E+6	+03.279000E+2	-01.000000E+0	+07.200000E-1	+01.766784E-2	+02.638330E+2	0
+04.997271300E+6	+03.279000E+2	-01.000000E+0	+07.200000E-1	+01.766784E-2	+02.649180E+2	0
+04.997271300E+6	+03.278900E+2	-01.000000E+0	+07.100000E-1	+01.766784E-2	+02.659930E+2	0
+04.997271400E+6	+03.279000E+2	-09.000000E-1	+07.200000E-1	+01.590106E-2	+02.670700E+2	0
+04.997271400E+6	+03.279000E+2	-09.000000E-1	+07.200000E-1	+01.590106E-2	+02.681330E+2	0
+04.997271400E+6	+03.278900E+2	-09.000000E-1	+07.100000E-1	+01.590106E-2	+02.692140E+2	0
+04.997271500E+6	+03.278900E+2	-08.000000E-1	+07.100000E-1	+01.413428E-2	+02.702880E+2	0
+04.997271600E+6	+03.278900E+2	-07.000000E-1	+07.100000E-1	+01.236749E-2	+02.713650E+2	0
