SRS QCM200 Data File
Data Taken on 04.05.2022 at 13:30:43
Tag Definitions
Zero Rel F        = 1
Zero Rel R        = 2
Zero Rel F and R  = 3
User Tag          = 4
Begining of File  = 5

Notes:


Frequency	Resistance	Delta F	Delta R	Delta Mass	Time (s)	Tag
+04.997258900E+6	+03.338600E+2	-07.406000E+2	+03.251240E+2	+01.308481E+1	+03.367170E+2	0
+04.997258800E+6	+03.338400E+2	-07.407000E+2	+03.251040E+2	+01.308657E+1	+03.377840E+2	0
+04.997258600E+6	+03.338200E+2	-07.409000E+2	+03.250840E+2	+01.309011E+1	+03.388560E+2	0
+04.997258600E+6	+03.338300E+2	-07.409000E+2	+03.250940E+2	+01.309011E+1	+03.399380E+2	0
+04.997258400E+6	+03.338200E+2	-07.411000E+2	+03.250840E+2	+01.309364E+1	+03.410080E+2	0
+04.997258400E+6	+03.338100E+2	-07.411000E+2	+03.250740E+2	+01.309364E+1	+03.420750E+2	0
+04.997258400E+6	+03.338000E+2	-07.411000E+2	+03.250640E+2	+01.309364E+1	+03.431610E+2	0
+04.997258400E+6	+03.338100E+2	-07.411000E+2	+03.250740E+2	+01.309364E+1	+03.442330E+2	0
+04.997258300E+6	+03.338300E+2	-07.412000E+2	+03.250940E+2	+01.309541E+1	+03.452960E+2	0
+04.997258300E+6	+03.338500E+2	-07.412000E+2	+03.251140E+2	+01.309541E+1	+03.463680E+2	0
+04.997258300E+6	+03.338700E+2	-07.412000E+2	+03.251340E+2	+01.309541E+1	+03.474500E+2	0
+04.997258300E+6	+03.339000E+2	-07.412000E+2	+03.251640E+2	+01.309541E+1	+03.485230E+2	0
+04.997258300E+6	+03.339100E+2	-07.412000E+2	+03.251740E+2	+01.309541E+1	+03.496010E+2	0
+04.997258300E+6	+03.339100E+2	-07.412000E+2	+03.251740E+2	+01.309541E+1	+03.506740E+2	0
+04.997258300E+6	+03.339000E+2	-07.412000E+2	+03.251640E+2	+01.309541E+1	+03.517460E+2	0
+04.997258200E+6	+03.338900E+2	-07.413000E+2	+03.251540E+2	+01.309717E+1	+03.528210E+2	0
+04.997258100E+6	+03.338800E+2	-07.414000E+2	+03.251440E+2	+01.309894E+1	+03.538930E+2	0
+04.997258100E+6	+03.338800E+2	-07.414000E+2	+03.251440E+2	+01.309894E+1	+03.549700E+2	0
+04.997258000E+6	+03.338700E+2	-07.415000E+2	+03.251340E+2	+01.310071E+1	+03.560400E+2	0
+04.997258000E+6	+03.338500E+2	-07.415000E+2	+03.251140E+2	+01.310071E+1	+03.571110E+2	0
+04.997257900E+6	+03.338700E+2	-07.416000E+2	+03.251340E+2	+01.310247E+1	+03.581960E+2	0
+04.997257900E+6	+03.338700E+2	-07.416000E+2	+03.251340E+2	+01.310247E+1	+03.592630E+2	0
+04.997257800E+6	+03.338500E+2	-07.417000E+2	+03.251140E+2	+01.310424E+1	+03.603360E+2	0
+04.997257800E+6	+03.338500E+2	-07.417000E+2	+03.251140E+2	+01.310424E+1	+03.614170E+2	0
+04.997257700E+6	+03.338200E+2	-07.418000E+2	+03.250840E+2	+01.310601E+1	+03.624900E+2	0
+04.997257600E+6	+03.338000E+2	-07.419000E+2	+03.250640E+2	+01.310777E+1	+03.635700E+2	0
+04.997257600E+6	+03.337900E+2	-07.419000E+2	+03.250540E+2	+01.310777E+1	+03.646480E+2	0
+04.997257600E+6	+03.338000E+2	-07.419000E+2	+03.250640E+2	+01.310777E+1	+03.657130E+2	0
+04.997257400E+6	+03.337800E+2	-07.421000E+2	+03.250440E+2	+01.311131E+1	+03.667900E+2	0
+04.997257100E+6	+03.337000E+2	-07.424000E+2	+03.249640E+2	+01.311661E+1	+03.678730E+2	0
